id,%chg_lq_estabishments,%chg_total_emp,%chge_lq_total_qtrly_wages,%chge_lq_taxable_wages,%chge_avg_wkly_wage
595,19.51,0.799333333,0.904,0.4,0.648
596,5.54,0.739333333,0.874,0.404,1.222
597,8.76,0.883333333,0.96,0.618,1.068
598,9.23,1.069333333,1.096,1.26,1.028
599,14.46,0.507333333,0.534,0.402,0.632
600,16.69,1.003333333,0.998,0.596,0.982
601,8.34,0.819333333,0.802,0.424,1.022
602,15.63,0.883333333,0.824,0.662,0.956
603,17.02,0.921333333,1.01,0.548,1.142
604,7.06,0.830666667,0.886,0.43,1.004
605,5.65,0.792,0.842,0.464,1.1
606,8.53,1.203333333,1.412,0.476,1.124
607,14.48,1.093333333,1.204,0.494,1.26
608,3.04,0.611333333,0.556,0.404,0.708
609,6.44,0.482,0.482,0.398,0.596
610,20.41,1.399166667,1.46,4.0975,1.0425
611,11.7,1.7425,1.985,1.42,1.0525
612,5.11,0.856666667,0.8875,1.04,0.9875
613,19.07,0.496,0.47,0.4,0.548
614,14.31,1.070833333,1.105,1.55,1.055
615,24.83,1.614166667,1.9175,3.8925,1.165
616,14.08,2.3875,2.925,1.165,1.055
617,12.61,0.9775,0.98,1.3925,1.0325
618,5.76,0.512,0.512,0.396,0.604
619,9.63,0.466666667,0.456,0.398,0.568
620,11.44,1.0575,1.035,1.47,0.9775
621,9.21,1.023333333,1.1,2.7325,1.045
622,8.69,0.463333333,0.454,0.396,0.596
623,6.09,0.459333333,0.444,0.392,0.584
624,2.79,0.797333333,0.77,0.482,0.956
625,12,0.465333333,0.444,0.38,0.538
626,13.75,1,1.1125,2.2675,1.085
627,5.92,0.446666667,0.432,0.4,0.572
628,12.2,1.116666667,0.9275,0.9375,0.8425
629,8.98,0.925,0.89,1.0225,0.9375
630,2.84,0.496,0.484,0.402,0.572
631,13.89,0.47,0.452,0.394,0.546
632,13.75,0.955833333,0.8875,0.8325,0.9275
633,6.95,0.484,0.488,0.398,0.61
634,10.01,0.473333333,0.464,0.392,0.598
635,13.58,1.018333333,0.95,1.6325,0.93
636,11.35,1.241666667,1.4175,3.45,1.1325
637,14.57,0.490666667,0.482,0.39,0.586
638,22.7,1.339166667,1.1425,2,0.8975
639,19.81,1.4025,1.4,3.735,0.9925
640,6.76,0.925,0.8475,0.87,0.8975
641,15.56,1.3675,1.275,1.295,0.9375
642,16.22,1.288333333,1.2575,2.4,0.98
643,18.11,1.269166667,1.3375,2.92,1.0325
644,27.24,1.6575,1.8275,9.085,1.08
645,9.55,0.462,0.462,0.4,0.59
646,14.74,1.079166667,1.12,2.4575,1.0225
647,7.32,0.414666667,0.382,0.388,0.542
648,12.81,1.37,1.2025,1.3625,0.9025
649,9.54,0.484,0.494,0.396,0.632
650,8.63,1.15,1.3525,1.1325,1.085
651,7.93,1.08,1.1975,1.6,1.0575
652,19.76,0.627333333,0.582,0.374,0.536
653,3.13,0.48,0.53,0.402,0.738
654,6.21,0.456,0.452,0.394,0.598
655,4.02,1.0825,1.225,0.895,1.0575
656,9.52,0.491333333,0.504,0.39,0.638
657,3.31,0.572,0.518,0.402,0.534
658,7.06,0.922,0.982,1.162,1.07
659,13.37,0.462666667,0.45,0.396,0.576
660,9.68,1.343333333,1.71,1.218,1.06
661,11.15,0.452,0.432,0.396,0.556
662,14.34,0.491333333,0.478,0.398,0.586
663,9.94,0.448666667,0.426,0.382,0.572
664,3.46,0.94,1.02,0.915,1.05
665,5.22,0.458666667,0.438,0.4,0.518
666,6.15,0.476666667,0.464,0.4,0.554
667,11.75,1.174166667,1.1925,2.9225,1.01
668,4.63,0.875333333,0.968,0.978,1.088
669,8.74,0.985833333,1.0525,1.6,1.055
670,14.74,1.044166667,1.0325,1.175,0.9775
671,14.71,1.5725,1.7725,2.6575,1.0475
672,11.5,1.284166667,1.13,2.2175,0.935
673,14.04,1.629166667,1.77,1.3525,1.065
674,17.49,1.351666667,1.405,2.655,1.0425
675,6.77,0.965833333,1.095,1.5125,1.1075
676,11.76,0.494666667,0.5,0.39,0.618
677,8.48,1.02,1.124,1.266,1.032
678,8.26,0.8125,0.795,1.115,0.9475
679,8.99,1.0275,0.935,1.895,0.91
680,6.42,0.559333333,0.534,0.4,0.564
681,9.78,0.466666667,0.444,0.38,0.57
682,13.37,1.244166667,1.3525,7.0175,1.0325
683,13.02,1.19,1.21,3.4375,1.01
684,30.64,1.843333333,2.1625,9.2125,1.1275
685,27.65,2.165,2.385,8.42,1.105
686,18.43,1.045,0.9125,1.575,0.88
687,11.83,0.447333333,0.424,0.398,0.566
688,9.37,0.939166667,0.965,1.2575,1.005
689,7.14,1.104,1.138,0.4,0.606
690,5.89,1.007333333,1.182,0.392,0.648
691,10.16,1.149166667,1.1875,4.5775,1.06
692,7.49,2.628666667,3.108,0.756,1.004
693,12.96,1.473333333,1.51,0.6125,0.985
694,22.04,1.501666667,1.3725,5.0325,0.9525
695,13.77,1.103333333,1.0725,2.2125,0.98
696,19.33,1.249166667,1.12,1.7,0.9175
697,8.42,0.954166667,0.9525,1.1175,0.99
698,5.57,0.9825,1.0025,0.805,1.035
699,11.51,0.488,0.468,0.378,0.576
700,9.44,0.928,0.998,0.392,0.626
701,9.25,1.305,1.5225,1.9775,1.04
702,12.82,0.981666667,0.965,1.4725,1
703,13.07,0.8625,0.7925,1.2475,0.8825
704,12.68,1.23,1.3225,2.385,1.045
705,12.1,1.115833333,1.1125,3.24,0.99
706,8.74,1.1125,1.2975,0.93,1.07
707,3.29,0.448,0.44,0.4,0.586
708,6.24,1.585,1.9225,1.73,1.11
709,3.86,0.839166667,0.885,0.675,1.055
710,8.74,1.046666667,1.06,2.4275,1.0175
711,2.23,0.465333333,0.454,0.402,0.538
712,7.58,0.786666667,0.842,0.5,1.024
713,4.25,0.764,0.766,0.452,0.998
714,5.53,0.760666667,0.652,0.426,0.802
715,17.09,1.048,1.006,1.922,0.952
716,10.37,0.832666667,0.858,0.49,1.064
717,4.78,0.686,0.744,0.406,1.044
718,11.49,1.236666667,1.386,2.572,1.176
719,10.51,0.82,0.816,1.084,1.036
720,10.22,1.061333333,1.192,0.444,1.096
721,5.37,1.064,0.984,0.542,0.986
722,12.88,0.842666667,0.846,1.058,1.03
723,9.06,0.77,0.788,0.426,1
724,23.15,1.12,1.118,1.83,1.008
725,7.32,0.797333333,0.872,0.46,1.098
726,7.7,0.874,1.038,1.444,1.138
727,9.38,0.696666667,0.718,0.612,0.998
728,7.49,0.650666667,0.634,0.75,0.938
729,6.15,0.460666667,0.458,0.402,0.614
730,6.46,0.630666667,0.62,0.464,0.968
731,3.68,0.582666667,0.576,0.416,0.936
732,11.45,0.858666667,0.86,1.126,1.012
733,5.85,0.876,0.97,0.9,1.116
734,14.09,0.871333333,0.908,0.76,1.054
735,15.03,0.964666667,1.048,0.718,1.078
736,9.89,0.918666667,1.018,0.44,1.064
737,10.72,0.598666667,0.572,0.452,0.918
738,8.62,1.052,1.118,0.494,1.03
739,12.15,1.178666667,1.37,0.856,1.098
740,3.05,0.649333333,0.628,0.454,0.888
741,6.28,0.844,0.862,0.506,0.98
742,8.86,0.926666667,1.01,0.656,1.064
743,4.83,0.756,0.862,0.602,1.138
744,10.47,0.954,1.088,0.58,1.068
745,5.98,0.808,0.74,0.468,0.916
746,7.86,0.716666667,0.742,0.878,1.024
747,8.55,0.802,0.838,0.676,0.978
748,7.27,0.778666667,0.766,0.612,0.988
749,10.21,0.742,0.796,0.528,1.114
750,11.03,1.155333333,1.078,1.174,0.97
751,14.77,0.896,0.918,0.678,1.026
752,4.72,0.760666667,0.812,0.494,1.048
753,9.73,1.284666667,1.4,1.368,1.092
754,5.37,0.626,0.572,0.446,0.842
755,7.18,0.656666667,0.648,0.832,0.998
756,3.9,0.796666667,0.808,0.56,1.022
757,6.62,0.969333333,1.008,0.454,1.032
758,9.03,0.831333333,0.812,0.872,0.954
759,6.53,0.908666667,0.938,0.554,1.042
760,3.62,1.054666667,1.002,0.542,0.96
761,7.35,0.710666667,0.72,0.408,1.042
762,14.81,6.710666667,6.422,0.63,0.764
763,14.44,1.798,2.016,0.518,1.06
764,5.34,0.423333333,0.394,0.402,0.57
765,10.68,0.82,0.808,0.448,0.964
766,6.63,0.838666667,0.856,0.488,1.03
767,14.05,0.97,0.932,1.958,0.976
768,8.35,0.684,0.69,0.472,0.99
769,20.34,1.034,1.292,1.128,1.3
770,11.33,0.737333333,0.798,0.606,1.104
771,13.62,0.873333333,0.794,0.618,0.888
772,20.28,1.717333333,1.792,0.896,1.038
773,13.72,1.142666667,1.164,0.578,1.026
774,19.28,1.1,0.918,0.476,0.848
775,5.04,0.718666667,0.718,0.446,1.01
776,10.5,0.768666667,0.66,0.512,0.82
777,12.51,0.947333333,0.932,0.594,0.942
778,10.45,1.000666667,1.066,0.7,1.06
779,11.93,0.913333333,0.878,0.496,0.958
780,9.51,0.712,0.696,0.524,0.974
781,13.38,0.968666667,1.016,0.46,1.014
782,4.07,0.758666667,0.758,0.57,1.006
783,10.35,0.812,0.854,1.456,1.07
784,7.57,0.787333333,0.824,0.436,1.03
785,13.49,0.868,0.796,0.748,0.92
786,10.36,0.978666667,1.08,0.718,1.092
787,7.35,0.689333333,0.696,0.532,1.01
788,17.25,1.731333333,1.606,0.7,0.948
789,22.73,1.002,1.122,0.79,1.166
790,4.57,0.436666667,0.422,0.402,0.582
791,12.67,0.788666667,0.72,0.862,0.876
792,14.63,1.145333333,1.222,0.588,1.098
793,4.04,0.784,0.786,0.404,1.016
794,15.39,0.84,0.728,1.328,0.848
795,6.1,1.142,1.274,0.422,1.108
796,8.25,0.743333333,0.732,0.458,1.008
797,18.13,0.902,0.888,0.456,0.948
798,5.48,0.739333333,0.724,1.178,0.942
799,9.9,0.910666667,0.98,0.486,1.084
800,7.2,0.932,0.952,0.524,1.038
801,9.36,0.720666667,0.752,0.44,1.026
802,9.52,0.776666667,0.754,0.832,0.982
803,8,0.706,0.696,0.462,0.986
804,2.78,0.593333333,0.558,0.418,0.892
805,12.06,0.885333333,0.904,0.474,1.014
806,14.67,0.95,0.982,0.402,1.19
807,12.3,0.982666667,1.094,1.898,1.152
808,14.15,0.831333333,0.914,1.364,1.194
809,14.67,0.983333333,1.058,0.712,1.106
810,12.31,1.056,1.174,2.01,1.082
811,5.68,0.878666667,0.952,0.616,1.074
812,9.28,1.293333333,1.506,0.814,1.096
813,10.14,0.862,0.94,0.46,1.06
814,12.45,1.059333333,1.23,0.46,1.108
815,11.64,0.817333333,0.888,0.588,1.148
816,13.48,0.990666667,1.046,1.454,1.096
817,16.19,1.162666667,1.334,0.912,1.108
818,8.53,0.724,0.752,0.628,1.092
819,13.22,1.061333333,1.274,0.77,1.204
820,11.08,0.988666667,1.052,0.484,1.068
821,8.03,0.754,0.838,1.6,1.17
822,15.27,1.183333333,1.346,1.118,1.046
823,11.23,0.816666667,0.856,0.418,1.07
824,15.29,0.92,1.042,0.408,1.126
825,10.79,0.872,0.994,1.144,1.186
826,13.41,0.918666667,1.042,0.444,1.144
827,8.29,0.737333333,0.754,0.402,1.07
828,12.96,0.880666667,0.978,0.728,1.142
829,5.31,0.640666667,0.604,0.422,0.946
830,14.56,1.145333333,1.3,0.41,1.024
831,18.72,1.008666667,1.144,0.648,1.146
832,11.63,0.89,0.982,0.428,1.08
833,7.52,0.776,0.808,0.526,1.07
834,8.14,0.784666667,0.858,0.796,1.152
835,5.84,0.639333333,0.652,0.472,1.066
836,13.14,0.95,1.01,0.466,1.04
837,10.87,0.874666667,0.98,0.668,1.202
838,11.08,0.859333333,0.868,2.626,0.998
839,12.63,0.910666667,0.938,0.804,1.032
840,16.2,0.900666667,0.852,1.216,0.942
841,14.32,1.008,1.076,1.188,1.104
842,12.94,0.876,0.81,0.434,0.92
843,17.27,1.146,1.194,0.994,1.094
844,12.9,0.921333333,1.008,0.86,1.084
845,13.93,0.722666667,0.718,0.492,1.034
846,12.64,1.12,1.17,0.734,1.044
847,12.96,1.030666667,1.078,1.114,1.076
848,12.21,0.966666667,1.098,0.416,1.102
849,11.81,0.854,0.93,0.46,1.076
850,15.67,0.934,0.94,0.656,1.056
851,11.49,0.726666667,0.646,0.474,0.842
852,9.34,0.708,0.728,0.438,1.036
853,11.59,0.900666667,0.974,1.356,1.112
854,10.22,0.959333333,1.104,0.418,1.146
855,8.5,0.854666667,0.956,0.44,1.148
856,4.7,0.608666667,0.61,0.4,0.584
857,10.61,1.176666667,1.396,0.662,1.11
858,16.86,1.123333333,1.196,0.438,1.038
859,12.64,0.879333333,0.866,0.476,0.946
860,9.31,0.859333333,0.932,0.64,1.066
861,4.66,0.716,0.702,0.53,1
862,17.77,0.906666667,0.912,0.432,1.06
863,18.98,0.915333333,0.92,0.424,0.994
864,10.52,0.814666667,0.864,0.592,1.14
865,9.51,1.026666667,1.196,0.468,1.178
866,10.31,0.832,0.902,0.636,1.04
867,8.81,0.694,0.656,0.43,0.948
868,12.02,1.102,1.176,0.706,1.044
869,14.58,0.442666667,0.406,0.396,0.534
870,11.55,0.830666667,0.874,1.378,1.044
871,17.97,1.032666667,1.08,0.51,1.078
872,16.34,0.856,0.846,1.518,0.956
873,14.04,0.984,1.126,1.046,1.054
874,8.48,0.688666667,0.688,0.672,0.976
875,10.01,0.805333333,0.824,0.65,1.09
876,13.15,0.796,0.832,0.83,1.058
877,14.69,0.509333333,0.496,0.402,0.586
878,14.44,1.038666667,1.106,2.482,1.052
879,8.79,0.76,0.748,0.658,1.018
880,18.26,0.918666667,0.904,1.87,0.974
881,5.84,0.926,0.914,0.58,0.998
882,7.86,0.806,0.88,0.542,1.092
883,8.57,0.684,0.654,0.472,0.898
884,20.8,1.336,1.6,2.484,1.094
885,13.59,0.974,0.956,2.062,1.008
886,4.79,0.697333333,0.746,0.45,1.124
887,12.7,0.838,0.874,0.444,1.138
888,6.28,0.686,0.712,0.664,1.124
889,6.46,0.572,0.56,0.402,0.586
890,15.09,1.206666667,1.248,0.53,1.026
891,17.78,1.001333333,0.94,0.73,1.032
892,13.81,0.978666667,1.194,1.438,1.17
893,21.92,1.132666667,1.266,2.726,1.146
894,11.2,0.814666667,0.89,0.61,1.126
895,8.8,0.939333333,1.048,0.686,1.092
896,9.19,0.874666667,1.022,0.414,1.168
897,19.75,1.238,1.362,0.496,1.098
898,10.31,0.932666667,1.004,0.516,1.082
899,12.18,0.833333333,0.866,0.65,1.052
900,10.09,0.892666667,0.936,1.346,1.072
901,7.37,0.810666667,0.91,0.544,1.176
902,16.85,0.875333333,0.922,1.58,1.06
903,11.53,0.980666667,1.084,0.462,1.106
904,5.32,0.546666667,0.5425,0.5025,0.8
905,14.44,1.018,1.022,4.96,1.078
906,17.17,1.125333333,1.106,4.786,1.022
907,14.94,0.864666667,0.84,4.172,0.972
908,23.28,1.356666667,1.328,7.646,0.988
909,10.09,0.867333333,0.882,3.372,1.02
910,12.07,0.930666667,0.91,4.024,0.976
911,18.57,1.198,1.162,5.456,1.006
912,8.98,1.161333333,1.154,5.694,0.994
913,28.22,1.038666667,1.068,4.396,1.086
914,27.43,1.318,1.374,5.144,1.052
915,14.18,0.942,0.848,3.886,0.886
916,18.21,1.128666667,1.026,5.104,0.952
917,28.79,1.61,1.616,10.946,0.894
918,14.5,1.206666667,1.33,6.98,1.06
919,14.72,1.032666667,1.086,5.432,1.038
920,19.62,1.17,0.932,4.106,0.836
921,30.08,1.332,1.48,8.484,1.06
922,11.64,1.082,1.062,4.156,0.968
923,10.01,1.190666667,1.302,4.664,1.058
924,23.51,1.104,1.052,5.218,1.024
925,14.82,1.098666667,1.146,5.396,1.04
926,20.1,1.248666667,1.202,6.574,1.038
927,4.57,0.461333333,0.452,0.35,0.602
928,26.72,1.112666667,1.086,4.716,0.988
929,31.58,0.370666667,0.394,0.2,0.428
930,8.63,1.255333333,1.354,3.188,1.06
931,24.83,1.780666667,1.836,4.896,1
932,6.94,0.813333333,0.83,3.254,1.022
933,11.08,0.878666667,0.846,2.814,0.96
934,11.3,0.843333333,0.864,4.096,1.012
935,11.93,3.098666667,3.52,5.698,0.996
936,17.34,1.178666667,1.16,6.216,0.982
937,23.52,1.37,1.306,6.448,0.988
938,11.57,0.916666667,0.864,2.254,0.916
939,12.86,1.101333333,0.988,5.534,0.984
940,27.01,1.556,1.654,9.814,1.086
941,22.13,1.286666667,1.21,5.53,1.016
942,23.95,0.858,0.802,2.76,0.926
943,18.14,1.146666667,1.134,5.388,0.968
944,8.86,0.77,0.76,3.71,0.97
945,19.49,1.120666667,1.108,5.928,0.984
946,34.21,1.601333333,1.684,9.134,1.014
947,17.65,1.422666667,1.638,6.278,1.03
948,17.76,1.234,1.158,5.712,0.998
949,35.04,1.853333333,2.072,10.622,1.08
950,2.64,0.672,0.652,2.222,0.93
951,20.1,1.364,1.402,8.82,0.998
952,22.81,1.023333333,0.94,4.036,0.966
953,25.62,1.13,1.124,5.064,1.058
954,14.51,1.449333333,1.484,6.328,1.02
955,24.13,0.483333333,0.486,0.342,0.606
956,9.13,2.988,3.516,5.366,1.004
957,30.34,1.451333333,1.358,7.406,0.976
958,19.07,1.349333333,1.182,6.96,0.906
959,20.71,1.724666667,1.928,12.314,1.098
960,9.85,1.208,1.324,4.668,1.078
961,9.64,0.732666667,0.668,2.64,0.874
962,18.66,1.182666667,1.216,6.698,1.068
963,17.32,0.892666667,0.8,2.874,0.908
964,21.98,1.211333333,1.078,5.942,0.914
965,8.44,1.242,1.31,5.384,1.058
966,17.74,1.125333333,1.144,6.542,0.992
967,6.44,0.862,0.836,3.95,0.968
968,22.16,1.282666667,1.37,6.75,1.038
969,29.44,1.588666667,1.664,9.752,1.038
970,15.36,0.817333333,0.774,2.888,0.956
971,14.22,1.143333333,1.256,6.21,1.042
972,21.37,1.393333333,1.362,6.52,0.992
973,19.03,1.649333333,1.644,4.858,0.96
974,22.01,1.486,1.608,8.916,1.088
975,21.85,1.092,1.098,4.56,1.078
976,21.45,0.519333333,0.546,0.336,0.634
977,28.08,0.462666667,0.442,0.342,0.572
978,18.54,1.361333333,1.252,6.998,0.96
979,9.47,0.782666667,0.752,3.106,0.972
980,11.43,1.049333333,1.062,5.136,0.986
981,23.07,0.538666667,0.55,0.342,0.612
982,8.81,0.98,1.008,3.99,1.064
983,20.84,1.128,1.142,4.638,1.026
984,19.15,1.034666667,0.98,5.636,0.954
985,6.66,0.57,0.604,0.364,0.626
986,23.4,1.422666667,1.494,7.706,1.036
987,30.04,1.297333333,1.3,6.552,0.996
988,18.64,1.070666667,0.996,3.82,1.006
989,6.86,0.854666667,0.896,3.318,1.07
990,13.1,1.072666667,1.11,3.12,0.992
991,3.84,0.875333333,0.862,2.498,0.974
992,8.79,0.924,0.884,4.592,0.906
993,6.35,1.488666667,1.444,1.82,0.986
994,20.43,1.334,1.376,7.842,1.03
995,13.45,1.210666667,1.374,6.464,1.128
996,20.55,1.234666667,1.252,5.28,1.08
997,28.16,1.548,1.54,7.468,1.102
998,20.28,0.45,0.438,0.352,0.56
999,15.2,1.186666667,1.094,5.756,0.946
1000,15.19,1.098,1.124,5.896,1.032
1001,13.67,0.898666667,0.862,3.826,0.994
1002,22.11,1.507333333,1.564,7.888,1.026
1003,26.76,1.230666667,1.232,5.824,1.056
1004,22.87,1.435333333,1.368,6.074,0.994
1005,26.05,1.276666667,1.326,5.054,1.088
1006,16.49,0.564666667,0.496,0.348,0.538
1007,17,1.045333333,1.082,4.502,1.024
1008,24.06,1.440666667,1.574,7.076,1.08
1009,4.56,1.052,1.064,3.12,1.02
1010,6.04,1.090833333,0.79,0.25,0.41
1011,14.92,1.166,1.304,0.964,1.084
1012,11.74,0.922666667,0.948,0.662,1.028
1013,12.02,0.954,0.952,0.506,0.978
1014,18.12,1.125333333,0.908,0.52,0.822
1015,10.85,0.856,0.888,0.632,1.028
1016,17.9,1.144666667,1.16,0.654,1.024
1017,13.48,1.161333333,1.26,0.516,1.1
1018,4.24,0.706666667,0.706,0.442,0.97
1019,7.26,0.784,0.76,0.436,0.95
1020,7.35,0.955333333,0.896,0.5,0.946
1021,8.57,0.910666667,0.908,0.494,1.014
1022,18.48,1.339333333,1.328,0.88,1.008
1023,17.85,1.639333333,2.018,1.718,1.186
1024,15.97,1.157333333,1.21,0.558,1.036
1025,6.22,0.713333333,0.762,0.832,1.024
1026,20.54,1.125333333,1.14,0.458,1.008
1027,14.1,0.866666667,0.856,0.462,0.974
1028,8.25,1.412,1.616,0.592,1.088
1029,5.21,1.197333333,1.272,0.474,1.074
1030,20.72,1.135333333,1.164,0.402,1.046
1031,14.64,0.752,0.65,0.424,0.836
1032,11.85,1.107333333,1.174,0.688,1.058
1033,15.04,0.924,0.974,0.554,1.068
1034,9.96,1.826,1.858,0.514,0.98
1035,7.46,0.74,0.748,0.41,1.02
1036,16.33,2.044666667,2.53,0.936,1.122
1037,14.86,0.87,0.958,0.472,1.15
1038,16.87,1.031333333,1.078,0.652,1.032
1039,21.64,0.982666667,0.97,0.656,0.974
1040,5.73,0.768666667,0.762,0.418,0.976
1041,21.26,2.289333333,2.576,1.356,1.062
1042,39.85,3.192,3.614,1.892,0.98
1043,17.23,1.166666667,1.168,0.592,1.016
1044,3.77,1.528,1.786,0.5,1.1
1045,16.69,1.162666667,1.216,0.556,1.036
1046,15.1,1.158,1.138,0.748,1.032
1047,20.02,2.706,2.878,0.912,1.044
1048,15.81,1.136666667,1.26,0.93,1.086
1049,21.37,0.938,0.78,0.512,0.836
1050,11.41,1.258666667,1.29,1.106,1.064
1051,13.1,1.089333333,1.086,0.43,0.998
1052,10.9,0.982666667,1.086,0.464,1.124
1053,11.18,0.997333333,1.068,0.494,1.074
1054,16.99,1.198,1.262,1,1.058
1055,11.26,0.946666667,0.972,0.98,1.026
1056,14.73,0.719333333,0.576,0.564,0.7
1057,7.45,1.932,2.134,0.502,1.016
1058,20.24,1.484,1.45,1.136,1.016
1059,14.92,0.872666667,0.852,0.436,0.966
1060,15.14,0.877333333,0.886,0.684,1.004
1061,7.26,0.814666667,0.798,0.414,0.98
1062,16.21,1.448666667,1.462,0.772,1.02
1063,26.63,0.585333333,0.572,0.402,0.586
1064,11.89,1.052,1.044,0.622,1.018
1065,26.75,1.610666667,1.688,0.926,1.062
1066,3.15,0.827333333,0.822,0.55,0.996
1067,5.39,0.838,0.82,0.488,0.968
1068,16.14,1.311333333,1.378,1.862,1.024
1069,4.5,1.034,0.888,0.564,0.838
1070,25.7,1.398666667,1.372,0.986,0.97
1071,13.81,0.983333333,1.162,0.508,1.19
1072,12.44,1.081333333,1.172,0.512,1.056
1073,8.88,0.782,0.862,0.584,1.15
1074,14.29,0.956,0.98,0.79,1.042
1075,25,1.13,1.148,0.48,1.006
1076,25.53,1.365333333,1.384,0.868,0.972
1077,16.67,1.154666667,1.202,0.824,1.01
1078,17.99,1.265333333,1.318,1.022,1.014
1079,13.08,1.110666667,1.154,0.558,1.04
1080,22.15,1.219333333,1.176,0.844,0.956
1081,8.94,0.808666667,0.764,0.476,0.938
1082,22.05,2.196666667,2.742,0.748,1.212
1083,6.81,0.858666667,0.912,0.428,1.08
1084,17.24,2.724,3.646,1.216,1.09
1085,19.06,1.306,1.136,0.794,0.9
1086,6.47,1.462666667,1.606,0.43,1.068
1087,17.3,1.235333333,1.362,0.854,1.056
1088,10.75,0.716666667,0.696,0.438,0.954
1089,8.94,0.828666667,0.764,0.548,0.9
1090,19.07,2.889333333,3.624,0.988,1.03
1091,10.08,0.954666667,0.878,0.438,0.934
1092,11.11,1.03,1.028,0.642,0.978
1093,27.64,1.735333333,1.902,0.596,1.086
1094,10.89,0.807333333,0.744,0.452,0.892
1095,16.03,1.070666667,1.118,0.53,1.004
1096,17.03,0.965333333,0.966,0.798,1.004
1097,9.4,0.760666667,0.774,0.452,1.02
1098,27.37,1.985333333,2.154,0.448,1.016
1099,13.24,1.402666667,1.698,0.576,1.15
1100,7.22,0.724,0.72,0.462,0.946
1101,20.01,1.459333333,1.682,0.45,1.122
1102,13.36,0.978,1.094,0.566,1.11
1103,5.78,1.081333333,1.064,0.576,0.954
1104,23.55,1.329333333,1.15,0.63,0.886
1105,29.78,1.640666667,1.822,1.254,1.078
1106,18.37,1.160666667,1.132,0.61,0.974
1107,17.02,1.225333333,1.2,0.75,1.024
1108,10.91,0.9,0.924,0.562,1.048
1109,17.08,1.21,1.324,0.876,1.104
1110,8.51,0.922666667,0.948,0.478,1.052
1111,44.1,1.986,2.062,0.934,0.992
1112,18.63,0.98,1.024,0.54,1.056
1113,14.75,1.642666667,1.758,0.522,1.078
1114,11.21,0.970666667,1.058,1.266,1.116
1115,5.68,0.636,0.608,0.428,0.916
1116,7.16,0.855333333,0.838,0.738,0.976
1117,8.52,0.696666667,0.692,0.402,0.962
1118,11.14,1.241333333,1.38,0.538,1.088
1119,10.6,0.828,0.97,0.444,1.14
1120,17.22,1.139333333,1.154,0.506,1.04
1121,14.43,1.202666667,1.428,0.682,1.15
1122,18,1.216666667,0.938,0.618,0.82
1123,14.72,0.833333333,0.766,0.498,0.906
1124,5.45,0.952666667,0.97,0.408,1.048
1125,13.42,0.865333333,0.85,0.496,0.97
1126,16.35,0.937333333,1.056,0.45,1.154
1127,16.71,1.065333333,0.964,0.52,0.922
1128,9.52,0.896666667,0.926,0.572,1.032
1129,21.05,1.298666667,1.508,0.992,1.154
1130,7.61,0.948,0.984,0.492,1.018
1131,3.75,0.674,0.588,0.402,0.53
1132,8.35,0.921333333,1.006,0.48,1.098
1133,20.55,2.12,2.47,0.688,1.122
1134,4.66,0.688,0.64,0.462,0.852
1135,12.48,0.982,0.966,0.45,0.972
1136,14.22,1.312,1.496,0.758,1.12
1137,9.78,0.893333333,0.854,1.054,0.984
1138,15.84,1.020666667,1.12,0.91,1.078
1139,6.22,1.222666667,1.378,0.486,1.124
1140,4.63,1.087333333,1.332,0.46,1.206
1141,5.04,0.82,0.802,0.49,0.99
1142,21.08,1.152,1.262,0.498,1.16
1143,20.39,0.642666667,0.536,0.422,0.726
1144,19.9,1.228,1.51,1,1.23
1145,19.32,1.786,1.968,0.752,1.026
1146,14.52,1.108,1.29,0.934,1.16
1147,12.43,1.017333333,0.936,0.836,0.894
1148,4.6,1.282666667,1.298,0.478,0.994
1149,23.15,1.209333333,1.32,3.396,1.068
1150,18.97,2.858,3.284,0.798,0.936
1151,13.26,0.949333333,1.008,1.038,1.116
1152,15.61,1.294,1.55,0.594,1.136
1153,19.36,2.976666667,3.856,0.774,1.086
1154,7.05,0.789333333,0.74,0.448,0.93
1155,12.26,1.19,0.984,0.912,0.822
1156,17.87,1.207333333,1.238,1.294,0.988
1157,3.22,0.702,0.74,0.43,1.084
1158,12.7,1.1,1.23,1.262,1.134
1159,3.68,0.802666667,0.86,0.47,1.09
1160,7.6,0.91,0.88,0.568,0.948
1161,12.37,1.12,1.186,2.048,1.138
1162,8.32,1.406666667,1.504,0.5,1.05
1163,5.54,0.870666667,0.922,0.59,1.098
1164,20.51,1.144,1.418,1.076,1.188
1165,12.05,0.854,0.884,1.196,1.076
1166,13.83,1.460666667,1.7,0.582,1.136
1167,4.81,1.29,1.436,0.486,1.116
1168,5.42,0.924,1.014,0.47,1.104
1169,6.9,1.233333333,1.014,0.402,0.842
1170,15.61,0.922666667,0.902,0.482,0.956
1171,7.08,1.384,1.552,0.532,1.088
1172,21.92,1.013333333,1.152,0.662,1.06
1173,11.83,0.851333333,0.902,0.458,1.09
1174,12.14,1.040666667,1.038,1.212,1.004
1175,6.59,0.949333333,0.894,0.576,0.894
1176,6.75,0.752,0.664,0.444,0.83
1177,20.88,1.348,1.422,0.566,1.062
1178,12.56,0.816,0.698,0.422,0.818
1179,7.39,0.860666667,0.804,0.49,0.914
1180,8.22,0.928,1.036,0.578,1.102
